id,story_title,story_subtitle,country_code1,country_name,story_narrative,story_summary,story_biography,documenturl1,name,Politicians,Publico,Relacion,Tipo_relacion
64,Ejecutivo de una petrolera venezolana,Jesús Villanueva,VEN,"Venezuela, República Bolivariana de","En marzo de 2009, Mossack Fonseca Luxemburgo ayudó a constituir Blue Sea Enterprises Corp. en Panamá. El principal objetivo de la sociedad era la gestión de los ahorros acumulados en el extranjero por Villanueva, que fueron depositados en el banco suizo EFG Bank. Mossack Fonseca Luxemburgo emitió un poder notarial a Villanueva, dándole potestad para autorizar transacciones. Sin embargo, los correos electrónicos internos mostraron que los fundadores de la firma panameña revocaron su potestad debido al ""alto riesgo de hacer negocios con esta persona"", ya que él tenía ""acceso directo al tesoro público, y el origen de sus fondos"" podría ser ""cuestionado en cualquier momento"", por lo que las probabilidades de un escándalo “eran más altas"". Se referían a él como ""un PEP total"" o persona políticamente expuesta. Sin embargo, uno de los socios de la compañía, Chris Zollinger, apoyó mantener la relación con Villanueva. En enero de 2010, Mossack Fonseca evitó el problema del PEP mediante la concesión de un poder notarial para Blue Sea a su hija Anny Josefina Villanueva.",A Mossack Fonseca le precupó el acceso del dueño a fondos públicos,"Jesús Villanueva ascendió rápidamente en Petróleos de Venezuela (PdVSA), la petrolera estatal, tras la elección de Hugo Chávez como presidente en 1998. Villanueva empezó como auditor general, luego en 2002 como director, después volvió a ser auditor, para luego convertirse en director de nuevo en 2005. Una sentencia de 2006 ante la Comisión de Bolsa y Valores de Estados Unidos señaló que al ser vicepresidente del Comité de Auditoría y también experto financiero del Comité de Auditoría, Villanueva no era ""independiente"", tal y como establece la Bolsa de Nueva York. Dejó la junta en 2008, cuando Chávez reemplazó a seis directores, pero continuó como auditor. En una nota confidencial de PdVSA en 2009, Villanueva expuso un desfalco con una red de suministro de alimentos en todo el país creada por Chávez y PdVSA. Una auditoría reveló que solo el 25% de los más de 2,2 millones de dólares que se pidieron para importar alimentos a mediados de 2008 había llegado a Venezuela seis meses después del pago. PdVSA es actualmente el foco de una amplia investigación en Estados Unidos sobre blanqueo de dinero y otros tipos de corrupción.",https://www.documentcloud.org/documents/2774094-Villanueva-Jesusdoc1.html,Jesús Villanueva,"Director de PdVSA (2005-2008), auditor de PdVSA",Si,No,No
65,Vicepresidenta del TS de Kenia,Kalpana Rawal,KEN,Kenia,"Rawal y su marido eran administradores de dos sociedades de Islas Vírgenes Británicas antes de que ella accediera al Tribunal Supremo de la nación. La familia utilizó otras sociedades offshore para comprar y vender propiedades inmobiliarias en Londres y cerca de Surrey. Montague Real Estate SA se usó en 2004 para adquirir un piso londinense por 1,12 millones de dólares, vendido en 2006. Innovate Global Limited sirvió para comprar una casa en Surrey por 2,74 millones de dólares y un apartamento en Londres, adquirido por 967.000 dólares en 2004 y vendido por 1,62 millones en 2013. A través de Arklyn International Limited, compraron otros dos apartamentos en Londres: uno por 1,66 millones de dólares en 2005 que se vendió por 2,23 millones en 2011, y el otro por 1,57 millones de dólares en 2005 y vendido por 2,15 millones en 2012.",Se usaron sociedades offshore para comprar propiedades inmobiliarias en Londres,"Vicepresidenta del Tribunal Supremo de Kenia desde junio de 2013, Kalpana Rawal ha estado luchando para evitar que la Comisión de Servicios Judiciales fuerce su jubilación del Tribunal Supremo tras cumplir 70 años en enero de 2016. Rawal presentó una demanda en septiembre, argumentando que fue nombrada bajo una constitución anterior que permite a los jueces trabajar hasta los 74 años. En diciembre, un tribunal de cinco jueces falló en su contra, pero ella ha apelado, subrayando que se trata de un caso que involucra a más personas y que podría afectar los derechos de pensión y jubilación que habían sido establecidos bajo la anterior Constitución. Rawal, que se trasladó desde la India a Kenia en 1973, asistió en la investigación de la Corte Penal Internacional sobre la violencia vivida en Kenia en 2007 y 2008 tras las elecciones. También dirigió la investigación de un accidente de helicóptero en 2012 en el que murió el ministro de Seguridad de Kenia.",https://www.documentcloud.org/documents/2781654-Rawal-Kalpanadoc4.html,Kalpana Rawal,"Vicepresidenta del Tribunal Supremo de Kenia, (2013-Presente); juez, Tribunal de Apelaciones, (2012-2013).",Si,No,No
66,Ministro de Finanzas de Islandia,Bjarni Benediktsson,ISL,Islandia,"Benediktsson y dos empresarios islandeses tenían un poder notarial desde el año 2005 en una sociedad pantalla de Seychelles llamada Falson & Co, adquirida en 2005 a través de la sucursal luxemburguesa del banco islandés Landsbanki. Falson emitió acciones al portador, lo que significa que confieren la propiedad a quien tenga los títulos físicos. Las acciones al portador se suelen utilizar para añadir un nivel más de secretismo a la propiedad de un activo. Falson quedó eliminada del registro de sociedades en 2010. ""No he tenido ningún activo en paraísos fiscales ni nada parecido"", manifestó Benediktsson en 2015 en una entrevista en televisión.",Él y sus socios eran propietarios de una sociedad en Seychelles durante la crisis bancaria de Islandia,"Bjarni Benediktsson es ministro de Finanzas y Asuntos Económicos de Islandia y ha sido diputado desde 2003. Benediktsson ha liderado el Partido de la Independencia desde 2009 y formado un gobierno de coalición con Sigmundur Davíð Gunnlaugsson y el Partido Progresista tras las elecciones de 2013. Pertenece a una familia adinerada y de 2005 a 2008 trabajó como presidente tanto de N1, la mayor petrolera y minorista de gasolina en Islandia, como de su holding, BNT. Benediktsson sobrevivió a un pequeño escándalo en 2015 cuando se descubrió que estaba en la base de datos de Ashley Madison, el sitio web que facilita infidelidades a hombres casados. Su tío abuelo, también llamado Bjarni Benediktsson, fue primer ministro de Islandia entre 1963 y 1970.",https://www.documentcloud.org/documents/2782977-Benediktsson-Bjarnidoc1r.html,Bjarni Benediktsson,Iceland’s Minister of Finance and Economic Affairs (2013-present),Si,No,No
67,Ministra del Interior en Islandia,Ólöf Nordal,ISL,Islandia,"Ólöf Nordal y su marido, Tómas Már Sigurdsson, un alto ejecutivo de la empresa estadounidense de aluminio Alcoa, controlaban Dooley Securities SA cuando obtuvieron un poder notarial en noviembre de 2006. Las acciones de la sociedad, radicada en Islas Vírgenes Británicas, figuraban bajo el nombre de una oficina luxemburguesa de Landsbanki, uno de los grandes bancos islandeses que protagonizaron la crisis financiera del país que comenzó en 2008. Sigurdsson adquirió las acciones de Dooley en agosto de 2007 mediante un acuerdo con Landsbanki. La entidad bancaria colapsó poco más de un año después.","Creada para guardar las ganancias de las acciones de Sigurdsson, de acuerdo con él.","Ólöf Nordal es la ministra del Interior de Islandia. Miembro del Partido de la Independencia. forma parte del Gobierno desde diciembre de 2014 y es diputada desde 2007. Al principio de su carrera, Nordal -titulada en derecho y en gestión de empresas- trabajó como abogada en la Bolsa de Islandia desde 1999 a 2001 y enseñó Derecho en la Universidad de Bifröst, donde también dirigió el departamento de derecho empresarial. Su padre, Jóhannesi Nordal, fue gobernador del Banco Central de Islandia de 1961 a 1993, además de su presidente desde 1964 hasta su jubilación en 1993.",https://www.documentcloud.org/documents/2778649-Nordal-Olofdoc1.html,Ólöf Nordal,"Ministra del Interior de Islandia (2014-presente), diputada (2007-presente)",Si,No,No
68,Exgobernador del Estado de Delta (Nigeria),James Ibori,NGA,Nigeria,"Mossack Fonseca era el agente registrador de cuatro sociedades offshore vinculadas a James Ibori, entre ellas la Julex Foundation, de la cual tanto Ibori como algunos familiares eran beneficiarios. Julex era el accionista de Stanhope Investments, una sociedad constituida en Niue en 2003. Ibori también estaba vinculado a Financial Advisory Group Ltd. y a Hunglevest Corporation, aunque los documentos de Mossack Fonseca no especifican la naturaleza exacta de esta relación. En 2008 Mossack Fonseca recibió una solicitud del Gobierno de Seychelles para recopilar documentos como parte de una investigación de la Fiscalía de la Corona, la principal autoridad de instrucción en Inglaterra, sobre Ibori y sus presuntas actividades criminales. Ibori se declaró culpable en 2012 ante un tribunal de Londres de los cargos de blanqueo de dinero y fraude. Durante las vistas judiciales en el Reino Unido, los fiscales alegaron que Ibori abrió una cuenta bancaria en Suiza a nombre de Stanhope Investments a través de la cual se canalizaron millones de dólares para finalmente comprar un avión privado de 20 millones de dólares.",Sociedad offshore mencionada en una investigación por fraude y blanqueo de dinero,"James Ibori, gobernador del Estado nigeriano del Delta -rico en petróleo- desde 1999 a 2007, se declaró culpable en 2012 ante un tribunal de Londres por los delitos de conspiración fraudulenta y blanqueo de dinero. Ibori admitió haber utilizado su cargo como gobernador para obtener fraudulentamente y desviar fuera de Nigeria hasta 75 millones de dólares a través de una red de sociedades offshore, aunque las autoridades alegaron que la cantidad total malversada podría superar los 250 millones de dólares. Condenado a 13 años de prisión, Ibori usó millones de dólares para financiar un lujoso estilo de vida con seis casas en Londres y una flota de Range Rovers, Bentleys y Mercedes.",https://www.documentcloud.org/documents/2779889-Ibori-Jamesdoc1.html,James Ibori,"Gobernador del Estado nigeriano de Delta, rico en petróleo (1999-2007)",Si,No,No
69,Cuñado de un político chino muy poderoso,Deng Jiagui,CHN,China,"En septiembre de 2009, Deng Jiagui, cuñado de uno de los políticos más importantes de China, el actual presidente Xi Jinping, se convirtió en el único administrador y accionista de dos ""sociedades constituidas con antelación"" en Islas Vírgenes Británicas que formaban parte del inventario de Mossack Fonseca. Las sociedades se denominaron ""Best Effect Enterprises Ltd"" y ""Wealth Ming International Limited”. Mossack Fonseca ayudó a Deng a obtener un 'chop' -un sello tallado en metal o piedra que las empresas chinas suelen utilizar para validar documentos en lugar de las firmas- para Best Effect Enterprises. No está claro para qué se utilizaron las dos sociedades. En ese momento, Xi Jinping era uno de los nueve hombres del todopoderoso Comité Permanente del Politburo, el órgano que gobierna China. Para cuando Xi fue nombrado secretario general del Partido Comunista Chino en 2012 y presidente del país en 2013, las dos sociedades de Deng en Islas Vírgenes Británicas estaban en estado latente.",Socieades offshore adquiridas mientras su cuñado ascendía políticamente,"Deng Jiagui, que ha hecho una fortuna como promotor inmobiliario, se convirtió en parte de la 'Nobleza Roja' en 1996, cuando se casó con Qi Qiaoqiao, hija de Xi Zhongxun, uno de los héroes revolucionarios de China y ex alto funcionario. El hermano menor de Qi Qiaoqiao es Xi Jinping, presidente de China y líder del Partido Comunista Chino. Un reportaje de investigación de Bloomberg News en 2012 reveló que Deng y su esposa tenían cientos de millones de dólares en propiedades inmobiliarias, participaciones y otros activos.",https://www.documentcloud.org/documents/2781598-Jiagui-Dengdoc1.html,Deng Jiagui,No ,No,Cuñado,Pariente
70,Nieto de un oficial comunista chino,Jasmine Li,CHN,China,"Cuando Jasmine Li era todavía una adolescente y estudiaba en la Universidad de Stanford, se convirtió en la única accionista de Harvest Sun Trading Limited, una sociedad registrada en Islas Vírgenes Británicas en 2009. En diciembre de 2010, Zhang Yuping, el fundador de la empresa distribuidora de relojes de lujo líder en China Hengdeli Holdings Limited, transfirió la sociedad Harvest Sun a Jasmine Li por un dólar. Jasmine Li era también la única accionista de otra sociedad llamada Xin Sheng Investements, radicada en Islas Vírgenes Británicas. Harvest Sun y Xin Sheng son las matrices de dos empresas de consultoría registradas en Beijing. Como Jasmine Li poseía las dos empresas de Beijing a través de sus sociedades en Islas Virgenes Británicas, su nombre no aparece en la documentación de acceso público, lo cual permite que su nombre como propietaria de estas empresas se mantenga en secreto.",Se le transfirió su primera sociedad offshore siendo adolescente,"Jasmine Li se hizo famosa en China después de ser fotografiada en 2009 acudiendo a un baile de debutantes en París con otras jóvenes amigas ricas y con conexiones políticas. Li estudió en un internado en Estados Unidos y completó una licenciatura en la Universidad de Stanford, en California. Tras salir de la universidad, comenzó a trabajar en el mundo del arte como asistente para el artista chino aficando en Nueva York Cai Guoqiang y, más tarde, como ""responsable de relaciones de la galería"" para Artsy, una empresa online de venta de arte, en Nueva York y Hong Kong. Su abuelo, Jia Qinglin, era un oficial chino de cuarto rango en el Comité Permanente del Politburó hasta su retirada en 2012.",https://www.documentcloud.org/documents/2781597-Li-Jasminedoc1.html,Jasmine Li,No ,No,Abuelo,Pariente
71,Exalcalde en Polonia y exeurodiputado,Paweł Piskorski,POL,Polonia,"En 2012 Pawel Piskorski adquirió la sociedad panameña Stardale Management Inc. para ""comprar bonos de una empresa de Singapur"". En 2013 intentó abrir una cuenta bancaria en FPB Bank en Panamá. Al pedirle una carta de referencia de un banco, Piskorski proporcionó una de UBS en Zurich. La empresa polaca que manejaba los asuntos de Piskorski explicó que pedir a un banco polaco dicha carta ""podría ser un problema, ya que el banco de Polonia sabría que el cliente está abriendo una cuenta en Panamá"". FPB Bank identificó a Piskorski como una persona políticamente expuesta y solicitó información sobre su negocio agrícola, incluidos sus activos y clientes. En abril de 2014, el equipo directivo de Stardale Management intentó abrir una cuenta para Stardale Management en Eurobank Cyprus Ltd. Un año más tarde la compañía fue disuelta. No hay registros en los documentos de que las cuentas bancarias llegaron a abrirse.","Constituyó la sociedad offshore cuando se le acusaba de utilizar un documento falso en Polonia, de lo que quedó absuelto","Paweł Piskorski fue el alcalde de Varsovia desde principios de 1999 hasta el 14 de enero de 2002, y europiputado desde 2004 hasta 2009. Se metió en problemas en 2005, cuando se publicaron informes que decían que él y su esposa habían comprado 790 acres de suelo por una cifra que superaba el valor de los activos que había delarado como eurodiputado. Dijo que el dinero era la suma de sus ahorros y los de su esposa, créditos e ingresos de la venta de propiedades inmobiliarias. El informe dañó su reputación y le obligó a abandonar su partido, pero no se celebró un juicio. En 2009, su reputación sufrió de nuevo cuando se informó de que declaró a las autoridades fiscales que sus ingresos provenían de ganancias en un casino y de tratos con obras de arte. En 2010, fue acusado de falsificar un contrato con un merchante de antigüedades. Se declaró inocente y fue absuelto en septiembre de 2015.",https://www.documentcloud.org/documents/2773246-Piskorski-Paweldoc1.html,Paweł Piskorski,Presidente del partido político polaco Alianza de los Demócratas (Stronnictwo Demokratyczne) (2009-presente),Si,No,No
72,Amigos de la infancia del presidente Putin,Arkady y Boris Rotenberg,RUS,Federación rusa,"Arkady y Boris Rotenberg eran dueños de al menos siete sociedades constituidas en Islas Vírgenes Británicas, seis con la ayuda de Markom Management, una compañía que se mantenía en contacto con Mossack Fonseca en nombre de los Rotenbergs. Arkadi Rotenberg estaba vinculado a cuatro de las sociedades y Boris Rotenberg a tres de ellas. Las compañías solían actuar como accionistas complementarios junto a Markom, anteriormente llamada SP Management. Las sociedades estaban involucradas en todo tipo de actividades, desde una inversión en una gran empresa de construcción de tuberías (a través de Causeway Consulting, de Arkady Rotenberg) hasta la compra de equipos para la construcción de una villa italiana en la Toscana para Igor Rotenberg, hijo de Arkady (a través de Highland Ventures Group, de Boris Rotenberg). Arkady Rotenberg era también el propietario de Honeycomb Holdings Ltd., según la base de datos financiera Orbis. En verano de 2015, Markom comenzó a trasladar la mayoría de las sociedades de los Rosenberg a Chipre.",Las inversiones de las sociedades offshore incluían una empresa de tuberías y la asistencia en la construcción de una villa italiana para el hijo de Arkady,"Los hermanos multimillonarios Arkady y Boris Rotenberg tuvieron la increíble suerte de ser amigos de la infancia del presidente ruso Vladimir Putin. En su adolescencia, les unió a Putin el judo y el sambo, un arte marcial ruso. Arkady Rotenberg ha insistido en que no reciben un trato preferencial por parte de Putin, pero durante el mandato del líder ruso los hermanos han amasado una fortuna de miles de millones de dólares, en parte a través de contratos lucrativos con el Estado y empresas estatales. En marzo de 2014, Estados Unidos les impuso sanciones por apoyar y beneficiarse de ""los proyectos favoritos de Putin"", que incluyen ""aproximadamente 7.000 millones de dólares en contratos para los Juegos Olímpicos de Sochi"".",https://www.documentcloud.org/documents/2782970-Rotenberg-Brothersdoc1.html,Arkady Rotenberg,No ,No,Socio,Socio
73,Hijo del primer ministro de Malasia,Mohd Nazifuddin bin Mohd Najib,MYS,Malasia,"En 2009 Nazifuddin se convirtió en uno de los dos administradores de Jay Marriot International Ltd., registrada por Mossack Fonseca en Islas Vírgenes Británicas. El otro administrador era Ch'ng Soon Sen, entonces director ejecutivo de Malaysia Pacific Corp., un importante promotor inmobiliario, [2.1] y ahora consejero delegado. En 2012, junto a Megat Daniff Shahriman bin Zaharudin, un desarrollador de negocio, Nazifuddin se convirtió en administrador de PCJ Internacional Venture Limited, también constituida por Mossack Fonseca en Islas Vírgenes Británicas. Megat es el asesor financiero de Youth on Unity, la organización no gubernamental encabezada por Nazifuddin que ayuda a niños desfavorecidos en Malasia. PCJ Internacional Venture Limited quedó inactiva en 2013.",Constituyó dos sociedades offshore mientras su padre estaba en el poder,"Mohd Nazifuddin bin Mohd Najib es hijo del primer ministro malayo Najib Abdul Razak. Ha invertido en un amplio abanico de empresas malayas de sectores como tecnología, energía, servicios financieros, transporte público y pinturas y recubrimientos. En 2015, Nazifuddin se convirtió en vicepresidente del Comité Olímpico de Malasia. El mismo año negó las acusaciones que lo vinculaban con una estafa piramidal relacionada con una moneda digital en Tailandia. Nazifuddin ha defendido públicamente a su padre, quien en enero de 2016 salió exculpado tras habérsele relacionado con la transferencia de casi 700 millones de dólares a cuentas personales de Razak.",https://www.documentcloud.org/documents/2778472-Nazifuddin-Mohddoc1.html,Mohd Nazifuddin bin Mohd Najib,No ,No,Hijo,Pariente
74,Socio del expresidente de Costa de Marfil,Jean-Claude N’Da Ametchi,CIV,Costa de Marfil,"Cadley House LTd. se constituyó en Seychelles en 2006. A pesar de que al principio la compañía se sostuvo a través de las denominadas acciones al portador, en las que no figura el propietario de la sociedad offshore, correos electrónicos confirman que la sociedad pertenecía a N'Da Ametchi. El objeto de la sociedad se describió como ""la gestión de activos personales ... [y] la titularidad de una cuenta bancaria en el Principado de Mónaco"". En un email de 2011 de N'Da Ametchi a la oficina de Ginebra de Mossack Fonseca, el hombre de negocios discutió una venta de activos y la transferencia de casi 5.000 dólares. A pesar de que los administradores financieros de N'Da Ametchi dijeron a Mossack Fonseca en 2014 que ""el beneficiario de la sociedad no desea mantener su compañía y desea disolverla"", la sociedad seguía activa en 2015. Ninguno de los correos electrónicos indica que Mossack Fonseca fuera consciente de las sanciones europeas.",Una sociedad offshore mantuvo activos de N'Da Ametchi y una cuenta bancaria en Mónaco,"Jean-Claude N'Da Ametchi es un ejecutivo bancario de Costa de Marfil. En abril de 2011, la Unión Europea lo sancionó por supuestamente ayudar a financiar el ""Gobierno ilegítimo"" del expresidente Laurent Gbagbo. Gbagbo supervisó un conflicto civil en el que murieron 3.000 personas tras negarse a aceptar su derrota en las elecciones presidenciales de 2010. Gbagbo fue detenido en abril de 2011 y actualmente se encuentra bajo la custodia de la Corte Penal Internacional acusado de crímenes contra la humanidad. Antes del arresto de Gbagbo, su gobierno nacionalizó las filiales de varios bancos extranjeros que habían cerrado durante la inestabilidad política. Gbagbo nombró a N'Da Ametchi director general de BICICI, el Banco Internacional de Comercio e Industria. Las sanciones europeas que afectaban a N'Da Ametchi se levantaron a principios de 2012.",https://www.documentcloud.org/documents/2782169-Ametchi-Jean-Claudedoc1.html,Jean-Claude N’Da Ametchi,No ,No,Socio,Socio
75,Anterior miembro de la Asamblea Nacional húngara,Zsolt Horváth,HUN,Hungría,"En octubre de 2013, cuando todavía era miembro de la Asamblea Nacional, Zsolt Horváth se convirtió en administrador de Excelle Media International Ltd., aunque su declaración patrimonial de 2014, la última presentada ante el Parlamento húngaro, no menciona la sociedad offshore. En septiembre de 2014, cuatro meses después de abandonar la política, se convirtió en administrador de Mayer & Collins Trading Company Ltd. El empresario húngaro Imre Kökényesi es coadministrador de ambas sociedades, que fabrican y venden juguetes en China, Hong Kong y Hungría. Ambas compañías fueron registradas por Mossack Fonseca en Seychelles. El agente intermediario Company Registration & Business Services Limited, que trabaja con Mossack Fonseca, gestiona las sociedades desde Hong Kong y también es accionista de Excelle. Se puso en contacto con Mossack Fonseca en 2013 para abrir una cuenta bancaria en el HSBC para Excelle. En marzo de 2015, diez meses después de que Horváth abandonara la política, Mossack Fonseca lo identificó como una persona políticamente expuesta.",Adquirió sociedades offshore antes y después de abandonar la Asamblea Nacional húngara,"Zsolt Horváth fue miembro de la Asamblea Nacional de Hungría entre junio de 1998 y mayo de 2014 por Fidesz, el partido en el poder. Formado como médico y dentista, Horváth dirigió de febrero a mayo de 2000 la Oficina de Política Social del primer ministro Viktor Orbán. Por aquel entonces también era secretario parlamentario para Sanidad entre junio de 2000 y mayo de 2001, además de formar parte del Comité de Sanidad de la Asamblea Nacional.",https://www.documentcloud.org/documents/2773427-Horvath-Zsoltdoc1.html,Zsolt Horváth,Miembro de la Asamblea Nacional húngara (1998-2014),Si,No,No
76,Socio de la esposa de un político chino,Patrick Henri Devillers,CHN,China,"En septiembre de 2000, Devillers ayudó a Gu Kailai, la esposa de un alto funcionario del Partido Comunista chino, a constituir Russell Properties S.A. en Islas Vírgenes Británicas. Los registros judiciales indican que Devillers poseía acciones de la sociedad en nombre de Gu y que la sociedad offshore se utilizó para comprar en secreto una villa en el sur de Francia. Los 3,2 millones de dólares utilizados para adquirir la villa provenían del soborno de un empresario chino, a quien el marido de Gu había ayudado a asegurarse varias contratos. En el juicio a su marido por corrupción, Gu testificó que quería mantener en secreto la propiedad con el fin de evitar pagar impuestos, y también porque tener una propiedad de lujo en el extranjero podría haber amenazado la carrera de su marido. Su marido, Bo Xilai, era un líder político en ascenso y se esperaba que ascendiera al todopoderoso Comité Permanente del Politburó en 2013. Sin embargo, en noviembre de 2011, Gu envenenó y mató a un conocido suyo de nacionalidad inglesa, lo que provocó una investigación que concluyó con ella y su marido encarcelados de por vida. Antes del asesinato, Russell Properties estaba en poder de sus representantes en la jurisdicción offshore de Jersey. Tras el asesinato, Devillers se convirtió en el único administrador y accionista de la sociedad.",La compra de una villa en Francia por parte de una sociedad offshore acaba con la caída en desgracia de la pareja,"El arquitecto francés Patrick Henri Devillers fue socio de Gu Kailai, esposa del expolítico chino de altos vuelos Bo Xilai. Devillers conoció a Gu cuando su marido era funcionario del Partido Comunista chino y estaba a cargo de la ciudad portuaria industrial de Dalian, en el extremo noreste de China. Devillers y Gu fueron coadministradores de Adad Limited, una sociedad constituida en Reino Unido, pero Devillers también ayudó a Gu a crear una sociedad offshore secreta que se utilizó para comprar una villa de lujo en el sur de Francia. Devillers fue arrestado en junio de 2012 en su casa de Camboya a petición de Pekín y pasó varias semanas detenido en China antes de ser liberado. Su testimonio se utilizó en el juicio a Bo Xilai por corrupción en 2013.",https://www.documentcloud.org/documents/2782936-Devillers-Patrickdoc1.html,Patrick Henri Devillers,No ,No,Socio,Socio
